fine_label	utterance
UNK:UNK	Monsanto employees being recognized for the efforts in defending against IARC decision Monsanto employees being recognized for the efforts in defending against IARC decision 180 Bates Title Description MONGLY03558820 7/6/2016
UNK:UNK	Monsanto Email: Internal correspondence re how to influence IARC Internal correspondence re how to influence IARC. MONGLY075931 02 10/25/2016
UNK:UNK	Email Re: Reuters FTI Consulting sends Monsanto Kate Kelland’s article. 181 Bates Title Description MONGLY07593368 MONGLY07593370 MONGLY07593371 MONGLY07593372 11/11/2016
UNK:UNK	Monsanto Email Re: Agenda 11/11/16 AND Draft IARC Language, Labor HHS AND Letter to Sen. Lamar Alexander and Sen. Patty Murray AND Current Committee Report Language with Revisions Letter ghostwritten by Monsanto to Representatives. MONGLY07582173 MONGLY07582174 1/11/2017
UNK:UNK	Email Re: budget resolution AND Letters fr om Lamar Smith, others in Congress to EPA, NIH Re: IARC Internal Monsanto plan to defund IARC through third party outreach to congress. 182 Bates Title Description MONGLY07574824 - MONGLY07574834 1/13/2017
UNK:UNK	Monsanto Email: Todd Rands Update on IARC Senate Investigation Todd Rands email re IARC and initiating senate investigation into IARC. MONGLY07575392 4/12/2017
UNK:UNK	Kate Kelland Sends Confidential Draft of Reuters Story to Monsanto This document contains email correspondence between Monsanto employees, Samuel Murphey, Todd Rands, Brian Carroll and Reuters’ reporter, Kate Kelland. Kelland sent a confidential draft of her story, “New study on Monsanto weed killer to feed into crucial EU vote,” to Monsanto’s Carroll which is then forwarded by Murphey to Rands. MONGLY07575511 MONGLY07575512- MONGLY07575517 4/27/2017
UNK:UNK	Monsanto Email: Sam Murphey Sends Anti - IARC Messages to Reuters Report Kate Kelland for Use in Her Article AND Monsanto Summary Claiming “IARC Has Been Trying to Hide the Truth” MONGLY07575511 contains email correspondence between Monsanto employees, Samuel Murphey, Todd Rands, and “Kate.” Murphey writes that he is sending Kate a background summary deck, the deposition of IARC Chair, Dr. Aaron Blair, and suggests that she speak to Monsanto’s V P of Strategy, Scott Partridge, as she is developing a story. Murphey writes: “We think this is a vitally important information that needs to be reported.” MONGLY07575512- MONGLY07575517 contains Monsanto’s summary claiming that “IARC has been trying to h ide the truth by blocking access to key evidence….” and includes a timeline of events, a list of further admissions and a statement by Monsanto’s Scott Partridge. 183 Bates Title Description MONGLY07585561 8/8/2017
UNK:UNK	Email Re: Reuters – US lawmakers seek missing information in review of Monsanto weed killer Email from FTI Consulting to Todd Rands sharing Kate Kelland article MONGLY07585581 MONGLY07585582- MONGLY07585588 8/8/2017
UNK:UNK	Email Re: OGR Letter AND Letter Sent to NIH by Reps Trey Gowdy, Blake Farenthold and Steve Russell Kristina Moore of FTI Consulting forwards the letter sent to NIH by members of Congress Prop 65 and OEHHA MONGLY04175012 3/20/2013 – 3/29/2013
UNK:UNK	Monsanto Pressures Surfactant Manufacturer to Take Prop 65 Warning off Surfactant Material Safety Data Sheets The document contains email correspondence between Gary Klopf (Team Lead, Surfactant Sci and Formulation at Monsanto) and personnel at Azko Nobel, one of two main manufacturers of surfactants. The subject of this email chain is particularly concerning because it involves Monsanto pressuring Azko Nobel to take off a Prop 65 cancer warning from their surfactant material safety data sheets, so that Monsanto can avoid a Prop 65 warning on Roundup. MONGLY01021770 1/27/2015
UNK:UNK	Monsanto Email Re: Cal EPA MONGLY01021770 contains email correspondence between Monsanto employees Michael Koch, Donna Farmer, William Reeves, Greg Watson and others regarding Cal EPA, where in Watson writes: “Historically George Gough (State Govt Affairs, based in CA) has been helpful in getting information on folks that we did not know from OEHHA.” 184 Bates Title Description MONGLY033 97647 8/27/2015
UNK:UNK	Internal correspondence re meeting with OEHHA Internal correspondence re meeting with OEHHA. Monsanto employee David Heering says OEHHA granted meeting with Monsanto prior to Prop 65 listing. MONGLY07087986 9/4/2015
UNK:UNK	Steve Gould response to Prop 65 Steve Gould response to Prop 65. MONGLY08046708 MONGLY12237282 9/23/2015 10/8/2015
UNK:UNK	Monsanto Email Re: OEHHA Intent to List Glyphosate Issued Letter from Emily Rooney to OEHHA This document contains an email chain between Emily Rooney, President of Agricultural Council of CA , and George Gough of Monsanto et al., re: OEHHA Intent to List Glyphosate Issued . MONGLY12237282 is a letter signed by Rooney to OEHHA sent days after Rooney was scheduled to meet with Gough. 185 Bates Title Description MONGLY01031794 MONGLY01031796 MONGLY01223085 9/24/2015
UNK:UNK	Monsanto Email Re: OEHHA announces intention to list glyphosate on PROP 65 list. *ACTION BEING REQUESTED* AND Monsanto Ghostwritten Letter to OEHHA AND Monsanto Background Information on Prop 65 and Glyphosate This document contains email communications between Monsanto's Steven Gould and Monsanto employees Myron Richardson et al. regarding OEHHA list ing glyphosate on PROP 65 wherein Gould requests Industry stakeholders to sign a letter ghostwritten by Monsanto. MONGLY01031796 is the ghostwritten letter and MONGLY01223085 is a backgrounder on Prop 65 and glyphosate sent to stakeholders. MONGLY01031800 MONGLY01031802 MONGLY01031803 9/24/2015
UNK:UNK	Monsanto Email Re: OEHHA announces intention to list glyphosate on Prop 65 list *ACTION BEING REQUESTED* AND Monsanto Internal Prop 65 Backgrounder / Key Messaging AND Unsigned Stakeholder Letter to OEHHA Stakeholder support outreach letter re Prop 65 - authored by Steven Gould 186 Bates Title Description ACQUAVELLAPROD00009991 9/25/2015
UNK:UNK	Monsanto Email Re: Public Comment Prop 65 – Epidemiology This document contains an email from Monsanto’s Donna Farmer to John Acquavella regarding comments to submit in the public comment period on Prop 65 listing on epidemiology. MONGLY00946087 10/2/2015
UNK:UNK	Monsanto Email Re: Glyphosate and Prop 65 This document contains an email exchange between Dan Goldstein and Mark [REDACTED] at Stanford University, asking to submit a public comment to OEHHA re: glyphosate classification. Goldstein writes: “ I am happy to send you the IARC monograph and a summary of same with commentary, as well as a pro- forma letter with the proper address, etc. so that you do not need to dig out the procedural information. Your comments, obviously, would be your own- but this would minimize the effort needed on your part.” MONGLY03056791 MONGLY03056796- MONGLY03056799 10/6/2015
UNK:UNK	Dan Goldstein asks Sam Cohen to respond to CA Prop 65 decision AND Monsanto Response to CA Prop 65 Decision: Unsigned Letter to OEHHA Dan Goldstein asks Sam Cohen to respond to CA Prop 65 decision. MONGLY00904722 10/12/2015
UNK:UNK	Monsanto Email Re: Glyphosate and Prop 65 – Sam Cohen This document contains email correspondence between Monsanto employees Wi lliam Heydens, Daniel Goldstein, Donna Farmer and Samuel Cohen of UNMC regarding Glyphosate and Prop 65 wherein Cohen agrees to submit a comment to OEHHA regarding carcinogenicity classification of glyphosate. 187 Bates Title Description MONGLY08046531 10/12/2015
UNK:UNK	Email Re: Glyphosate Prop 65 Comment Letter This document contains an email communication from Dennis Albiani to Chrris Zanobini et al. Re: Glyphosate Prop 65 Comment Letter wherein Albiani seeks a coordinated response against OEHHA from ag advocates groups. MONGLY07919467 10/15/2015
UNK:UNK	COMMENTS OF MONSANTO COMPANY ON OEHHA'S SEPTEMBER 4, 2015 NOTICE OF INTENT TO LIST GLYPHOSATE This document contains Comments of Monsanto Company (signed by Philip W . Miller) on OEHHA's September 4, 2015 Notice of Intent to List Glyphosate. MONGLY00644660 1/8/2016
UNK:UNK	Prop 65 Decision to List Stakeholder Outreach This document is titled “Prop 65 Decision to List Stakeholder Outreach” and identifies groups and individuals identif ied by Monsanto as stakeholders to push back against the CA decision to list glyphosate as a substance known to the state to cause cancer. MONGLY13218615 4/21/2016
UNK:UNK	Proposal to Monsanto Prepared by the Independent Woman's Forum & Independent Woman's Voice: Culture of Alarmism Event This document contains a proposal to Monsanto: Cu lture of Alarmism Event, by the Independent Woman's Forum & Independent Woman's Voice to focus on Prop 65. 188 Bates Title Description MONGLY03554016 8/8/2016
UNK:UNK	Monsanto Email Discussing Prop 65 and NOEL Internal correspondence between Monsanto employees wherein David Heering discusses Prop 65 a nd NOEL (no- observed effect level). MONGLY08037681 6/19/2017
UNK:UNK	Letter from President Emily Rooney of Agricultural Council of Califor nia to OEHHA This documen t contains a letter from Presid ent Emily Rooney of Agricultural Council of California to Esther Barajas -Ochoa of OEHHA regarding No Significant Risk Level: Glyphosate. MONGLY07135835 MONGLY07135836 MONGLY07135842 6/26/2017
UNK:UNK	Monsanto Email Re: Documents re: Prop 65 AND Monsanto Company Confidential Issues Alert: Monsanto Continues Legal Challenge of Improper Prop 65 Listing of Glyphosate AND Proposition 65 - Background Information Project Spruce response to Prop 65 listing of glyphosate. Includes Issue Alert attachment and Prop 65 background attachment. 189 Bates Title Description MONGLY07587223 9/29/2017
